price,market_cap,total_volume
104334.62,2067151195362.0425,49416447749.13053
101275.34,2014842808849.5005,72970313683.92325
101764.91,2017837068202.1384,120158523166.88387
106182.24,2098829000928.49,95344290057.8965
103673.54,2054288661793.9773,55030669602.56557
104067.61,2062360759045.0,102455227371.20761
104835.19,2076156720642.786,51418786362.7815
104796.04,2077647817531.3406,22740744964.719296
102552.25,2036324005947.406,20639818380.26942
101958.47,2019295541213.5288,93191643783.24739
101313.11,2007072201507.5273,45780526813.56264
103718.98,2056581551171.7,47425401641.53094
104781.51,2076760153260.6191,42122570869.034325
102382.39,2028504133577.489,37187819228.35328
100674.79,1996423711261.7268,22827776122.48367
97568.32,1933691439792.2544,59784234332.21204
101466.86,2011121374511.8835,122163969235.23686
98118.44,1943535291172.1597,73196693057.98114
96582.89,1912584628590.309,48848958931.79228
96635.42,1915093756057.5637,44462180396.172516
96558.46,1911296376425.356,57077722340.22422
96558.24,1914211835440.1182,20760850644.84597
96548.58,1913068773356.083,25457107581.051964
97399.98,1930742951090.367,37054987393.57789
95739.98,1898788887978.3252,36454577154.5622
97836.19,1936842454813.9983,47115618235.19051
96561.66,1914315097486.3862,29084371910.690556
97488.48,1931656846871.4856,32289906944.92862
97569.95,1934308378710.2861,14215311318.346336
96149.35,1905012222220.3691,13634794998.739267
95776.16,1898997753781.9536,25324374113.08163
95495.89,1892702154844.508,38311133144.729355
96554.87,1914337919659.5537,27703222487.389572
98384.32,1950376106325.3228,24175261969.81266
96135.16,1906058197506.3809,42477472950.92155
96564.15,1915260330870.798,18464415570.762142
96327.46,1909625674815.4763,16643044374.983364
91396.77,1814176779160.4363,45539703844.38777
88755.77,1759750360550.3337,96742453402.56294
83900.11,1664314955447.7466,69277430795.68657
84709.14,1679555320077.2097,305190442156.92804
84441.9,1674754437110.342,80695237175.07367
86005.26,1705564098300.8237,30634474722.6359
94261.53,1868321705444.4878,61859112550.80991
86124.71,1708198960874.3418,68715362745.4567
87310.81,1731441668069.6523,65863356680.42408
90604.08,1797706868227.531,51606642859.81411
90001.4,1782785866811.654,47555759124.64708
86773.34,1720436931689.2776,63216440874.73251
86142.98,1708605516770.228,18809360803.37126
80751.14,1602073794580.0344,32013406240.51754
78783.94,1563547150147.7332,49983692766.22745
82799.11,1642997419531.6057,56404462275.083046
83884.25,1662502658717.542,41782186208.59073
81098.9,1608477373718.186,32583592654.882656
83971.71,1665725559905.8198,28571483950.074646
84391.69,1674173293916.4658,10761796127.312485
82610.62,1638672153483.722,21638031633.118767
84075.37,1667799227887.438,19659366246.596867
82780.03,1642578274105.806,24557570268.85276
86815.44,1721565138141.278,33871216993.304657
84270.84,1672550706502.8184,27579127651.06656
84009.53,1666749159154.2927,18091004975.919056
83793.31,1662574363663.653,7771134681.982918
85787.71,1702009594329.4495,12617587530.619724
87327.73,1732715331970.134,27270889835.1835
87520.58,1735368473904.4885,30351832942.705593
86960.86,1724854479045.6724,25522877558.700558
87227.27,1729729987159.4822,24620445368.489468
84359.47,1673182800974.1038,31674486232.097313
82679.17,1640665503855.1438,16837439419.924389
82356.38,1633996304187.2593,13428975108.070734
82514.09,1635076581047.3545,30326148749.91535
85237.59,1690602036035.04,29172899851.734768
82526.42,1637358764747.381,46332905657.77597
83163.99,1652537223074.958,36594464539.14662
83852.01,1664234880198.049,35647289400.47406
83595.89,1656020067997.187,14910400035.531416
78211.48,1555325260787.2627,36140377231.68329
79179.29,1581407565278.352,82909748172.59216
76329.09,1515042499757.3254,47812787635.22632
82622.17,1640567909122.172,87408220482.11568
79596.36,1580023209138.0547,41213520154.25157
83439.29,1655868880454.1702,39813566443.76779
85305.1,1693600655371.0874,22428929482.069122
83600.82,1658923208081.8682,28731125717.934357
84523.45,1677843510120.269,33155578229.343513
83656.49,1660749023283.0562,25084671427.622566
84105.78,1670497569762.047,26948109141.803364
84930.91,1686226810049.1836,19323821375.14309
84433.75,1676373197914.5117,9550691272.782005
85126.66,1690090596771.3958,12635983530.804455
84371.88,1675013543057.284,11849645246.624605
