price,market_cap,total_volume
202.49,97995322629.92308,5199767125.738103
197.45,95682675885.83002,5972330799.666177
185.01,89422935371.9058,4609352627.060508
187.82,90863602526.64655,4489439743.585478
188.06,91151211516.5533,2634148745.1065474
188.39,91207532007.52103,1635265225.559339
183.11,88705877704.07474,6287216536.189147
187.7,90966038336.3823,3315788782.9493647
205.76,99617521322.55345,4804084650.374077
211.23,102762327812.58186,7068314924.706724
219.78,106975781135.88028,5970704168.89648
262.56,127785165817.10095,25509863876.61015
251.97,122020537308.0902,27745408600.276928
242.47,118038765211.23405,24105137275.239193
250.4,121552327585.60405,12579840532.32276
256.11,124606314246.36227,10328230618.34812
253.5,123417388987.169,10816185398.469212
253.63,123361234528.28262,8592029753.25568
257.07,125148284070.78894,5803289041.239068
241.07,117303806305.96823,4718944732.494511
234.98,114276592039.16579,12684970731.866884
226.89,110398046173.44064,5786086231.183104
228.61,111355015372.82307,6211589569.140341
239.05,116559779515.8497,5322441765.57196
231.51,112643737226.91638,4767010236.438659
214.46,104469275144.33444,4126022505.958027
202.32,98398368500.85646,9577730751.60321
215.95,105205583844.172,17185125725.03428
207.42,100802812440.85353,8488460261.020004
196.22,95550201539.32951,4519102616.629987
189.39,92031851837.88425,4544519196.979243
192.27,93773950310.2403,5321325630.808724
199.71,97430610890.80075,2738591550.9889145
200.45,97797330676.8804,3575183754.783349
200.05,97602797576.9777,4877446867.21056
197.93,96650663515.04695,4610068875.979272
196.6,95802342588.48465,4991943969.554793
194.26,94843692266.1009,3243643748.254954
199.65,97468827982.87822,4307573002.935994
194.43,94916725048.10495,2126185023.7187572
188.17,91860796549.96172,2477404625.155988
177.92,86934660078.68405,4953743554.608888
169.11,82487856965.56555,7430021942.540908
169.26,82688920914.07486,4126508611.428817
176.02,86011244818.54909,3748737861.764053
169.0,82609623068.92926,5320752621.586434
172.21,84180442889.18811,2446840289.512584
168.09,82111049206.9718,1845951247.1170418
141.17,69785445476.4441,8204544974.98999
144.36,71703011109.95712,10792855904.5099
134.66,67080997138.50677,5565468106.450874
137.61,68562002291.54892,4247821646.488742
148.17,73865234147.56163,8773643463.195835
143.4,72725965137.73221,3750217492.258566
178.17,90446325718.02034,13105437774.765995
142.51,72549477478.20894,10365994673.49476
145.06,73677404621.18243,8959390661.47582
146.18,74254605878.29288,5058439503.511892
143.45,72855104265.59047,4945954333.278534
139.18,70789658072.88582,7016301953.403862
136.88,69641393306.39473,2514068553.482356
126.63,64443868119.22886,3801194130.62927
118.79,60550984692.33613,5864031854.074184
125.43,63868692267.70004,6029007255.049647
126.57,64342608562.247406,4689543463.448166
123.24,62750805255.11328,3271148359.248695
133.55,68090655259.91155,3701658672.5857406
135.84,69171954733.32257,2173510694.828497
126.17,64335280377.63734,2798721596.9139237
128.28,65460614429.259926,2835104845.2985606
125.34,63883571506.45802,2936759432.6961746
135.62,69135638972.75473,4227937432.462337
127.68,65205449286.37338,2856454079.9876003
128.24,65399367439.38751,2682481813.177558
128.39,65538073389.8455,1633225353.201732
132.1,67460845086.99793,1946961909.8583128
140.58,71815757431.57007,4982998048.548014
143.93,73627601377.65034,4141256445.109851
137.09,70000923888.07939,3544853266.965955
138.38,70778661497.74887,3091328527.031395
129.45,66247008410.83447,3970975243.7690816
124.5,63588827540.6773,2655617262.6764107
124.58,63769548570.98089,1878569311.0322552
124.87,64041752306.38457,3728330337.9255114
126.81,65013471543.10781,3477738068.3977413
118.09,60554316318.78751,6220758262.820647
117.19,60114820903.14578,5474729959.575941
122.71,63119906836.25052,6141157658.850645
120.17,61612075005.753624,1955824996.8725355
105.77,54407017309.8724,4396294752.456149
106.8,55287675172.0351,9917012343.481733
105.49,54362173273.33906,6176838846.398615
118.96,61346961564.26659,8239588242.375064
112.89,58222992351.23841,4925583853.038068
121.39,62579152124.32843,4490645224.532262
132.15,68213237375.70017,4651920909.779958
128.23,66179248512.52756,4291450492.451211
129.42,66819953237.06392,5081658904.236963
126.3,65196188092.34004,3719787998.9004683
131.48,67870163137.17048,5101503918.076568
134.62,69481783520.11879,4018737660.8549724
133.98,69200358044.81024,2480801560.1936097
139.64,72126425869.29272,2834667466.059489
136.3,70419026757.89114,3208495978.590922
